"plate","state","license_type","summons_number","issue_date","violation_time","violation","judgment_entry_date","fine_amount","penalty_amount","interest_amount","reduction_amount","payment_amount","amount_due","precinct","county","issuing_agency","violation_status","summons_image"
"KFL9790","NY","PAS","5127524338","05/18/2023","09:50P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPUkUxNlQwRTlQUT09&locationName=_____________________)"
"KLV4837","NY","PAS","8917024786","07/30/2022","01:04P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","35","0","0","112","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNTZRWGxPUkdNMFRtYzlQUT09&locationName=_____________________)"
"KDX3691","NY","PAS","8917024520","07/29/2022","01:22P","EXPIRED MUNI METER",,"35","0","0","0","35","0","112","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNTZRWGxPUkZWNVRVRTlQUT09&locationName=_____________________)"
"KXB3585","NY","PAS","5127524326","05/18/2023","09:49P","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","0.26","0.09","75.17","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPUkUxNVRtYzlQUT09&locationName=_____________________)"
"KVC8970","NY","PAS","5127524399","05/18/2023","11:16P","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","0.78","0.09","75.69","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPUkUwMVQxRTlQUT09&locationName=_____________________)"
"GCU4288","NY","PAS","8917024956","07/30/2022","04:23P","FAIL TO DSPLY MUNI METER RECPT",,"35","10","0","10","35","0","112","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNTZRWGxPUkdzeFRtYzlQUT09&locationName=_____________________)"
"LAZ5119","NY","PAS","5127524533","05/14/2023","07:16P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPUkZWNlRYYzlQUT09&locationName=_____________________)"
"X69SAC","NJ","PAS","5127524375","05/18/2023","10:23P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPUkUwelRsRTlQUT09&locationName=_____________________)"
"KRP3655","NY","OMS","5127524636","05/14/2023","07:09P","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPUkZsNlRtYzlQUT09&locationName=_____________________)"
"KHN7133","NY","PAS","9040370175","03/08/2023","02:43P","DOUBLE PARKING","06/22/2023","115","60","7.16","1.54","180.62","0","033","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVUVE5OUkVVelRsRTlQUT09&locationName=_____________________)"
"5937XV","ME","PAS","8819672649","08/19/2020","10:08P","FIRE HYDRANT","07/28/2022","115","60","16.18","0.01","191.17","0","049","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVE5OYWxrd1QxRTlQUT09&locationName=_____________________)"
"7CW5302","MD","PAS","5097836420","08/05/2017","09:15P","FAILURE TO STOP AT RED LIGHT","11/02/2017","50","25","41.75","0","0","116.75","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNTZaM3BPYWxGNVRVRTlQUT09&locationName=_____________________)"
"HGK5460","NY","PAS","8917025080","08/01/2022","01:55P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","106","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNTZRWGxPVkVFMFRVRTlQUT09&locationName=_____________________)"
"EAU6679","NY","PAS","8917025201","08/01/2022","03:13P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","106","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNTZRWGxPVkVsM1RWRTlQUT09&locationName=_____________________)"
"JDY2046","NY","PAS","5127524685","05/14/2023","08:28P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPUkZrMFRsRTlQUT09&locationName=_____________________)"
"T771520C","NY","OMT","5127524752","05/14/2023","09:07P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPUkdNeFRXYzlQUT09&locationName=_____________________)"
"W87RWD","NJ","PAS","9068990822","07/19/2023","07:47A","FIRE HYDRANT",,"115","10","0","0","125","0","105","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rOUVhelZOUkdkNVRXYzlQUT09&locationName=_____________________)"
"GAM5892","NY","PAS","8917025493","08/02/2022","04:32P","EXPIRED MUNI METER",,"35","0","0","0","35","0","104","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNTZRWGxPVkZFMVRYYzlQUT09&locationName=_____________________)"
"AV80568","CT","PAS","8819673757","08/23/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVE5OZW1NeFRuYzlQUT09&locationName=_____________________)"
"HNB9661","NY","PAS","5127525070","05/14/2023","11:25P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPVkVFelRVRTlQUT09&locationName=_____________________)"
"KKD8476","NY","PAS","5127524818","05/14/2023","11:09P","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","0.3","0.13","75.17","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPUkdkNFQwRTlQUT09&locationName=_____________________)"
"KNP1741","NY","PAS","8906076411","01/19/2022","05:28P","NO STANDING-EXC. TRUCK LOADING","07/28/2022","95","60","6.1","0.08","161.02","0","017","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwNXFRVE5PYWxGNFRWRTlQUT09&locationName=_____________________)"
"HHZ1246","NY","PAS","9040680607","03/15/2023","10:44A","NO PARKING-DAY/TIME LIMITS",,"65","0","0","0","65","0","019","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVFJOUkZsM1RuYzlQUT09&locationName=_____________________)"
"AXL2014","NY","PAS","9040680619","03/15/2023","10:46A","NO PARKING-DAY/TIME LIMITS",,"65","0","0","0","65","0","019","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVFJOUkZsNFQxRTlQUT09&locationName=_____________________)"
"JCY6776","NY","PAS","9064134420","07/07/2023","10:18A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","067","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBPUkZGNVRVRTlQUT09&locationName=_____________________)"
"LBB7045","NY","PAS","9064134467","07/08/2023","09:07A","FIRE HYDRANT",,"115","0","0","0","115","0","062","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBPUkZFeVRuYzlQUT09&locationName=_____________________)"
"KZJ2724","NY","PAS","9068990860","07/19/2023","08:21A","REG. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","105","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rOUVhelZOUkdjeVRVRTlQUT09&locationName=_____________________)"
"BG85336","CT","PAS","5127524995","05/14/2023","11:20P","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPUkdzMVRsRTlQUT09&locationName=_____________________)"
"T113399C","NY","OMT","9077629180","10/03/2023","01:01P","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","060","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk0wNTZXWGxQVkVVMFRVRTlQUT09&locationName=_____________________)"
"3B82C","NY","PAS","5097842364","08/06/2017","11:15P","FAILURE TO STOP AT RED LIGHT","11/02/2017","50","25","40.91","0.06","115.85","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNTZaekJOYWsweVRrRTlQUT09&locationName=_____________________)"
"HNZ8852","NY","PAS","8917053324","02/21/2022","02:47P","REG. STICKER-EXPIRED/MISSING","07/28/2022","65","60","0.65","0.15","125.5","0","113","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNTZRVEZOZWsxNVRrRTlQUT09&locationName=_____________________)"
"T512578C","NY","OMT","5127524958","05/14/2023","11:18P","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPUkdzeFQwRTlQUT09&locationName=_____________________)"
"HDM1144","NY","PAS","8917053798","02/22/2022","04:00P","INSP. STICKER-EXPIRED/MISSING","07/28/2022","65","60","0.94","0.22","125.72","0","106","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNTZRVEZOZW1NMVQwRTlQUT09&locationName=_____________________)"
"KWT1429","NY","PAS","9040680711","03/15/2023","01:08P","FAIL TO DSPLY MUNI METER RECPT",,"65","0","0","0","65","0","019","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVFJOUkdONFRWRTlQUT09&locationName=_____________________)"
"KKV5408","NY","PAS","5127525355","05/15/2023","12:08A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPVkUweFRsRTlQUT09&locationName=_____________________)"
"KUU3239","NY","PAS","9064134509","07/08/2023","09:29A","FIRE HYDRANT","10/26/2023","115","60","0.56","0.17","175.39","0","062","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBPUkZWM1QxRTlQUT09&locationName=_____________________)"
"KYP4070","NY","PAS","5127525392","05/15/2023","12:11A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPVkUwMVRXYzlQUT09&locationName=_____________________)"
"HNJ3032","NY","PAS","5127525288","05/14/2023","11:56P","FAILURE TO STOP AT RED LIGHT",,"50","25","0","25","50","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPVkVrMFQwRTlQUT09&locationName=_____________________)"
"KKW7825","NY","PAS","5127525458","05/15/2023","12:25A","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","BK","DEPARTMENT OF TRANSPORTATION","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPVkZFeFQwRTlQUT09&locationName=_____________________)"
"C98LJB","NJ","PAS","5127525446","05/15/2023","12:24A","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPVkZFd1RtYzlQUT09&locationName=_____________________)"
"AW964J","NJ","PAS","8819674087","08/26/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVE5PUkVFMFRuYzlQUT09&locationName=_____________________)"
"Y93NDM","NJ","PAS","9001534739","08/10/2022","08:32A","NO PARKING-DAY/TIME LIMITS",,"65","0","0","0","65","0","006","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVWWHBPUkdONlQxRTlQUT09&locationName=_____________________)"
"83928PC","NY","APP","9001534788","08/10/2022","09:02A","FAIL TO DSPLY MUNI METER RECPT",,"65","0","0","0","65","0","006","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVWWHBPUkdNMFQwRTlQUT09&locationName=_____________________)"
"XKDA97","NJ","PAS","9001534790","08/10/2022","09:06A","FAIL TO DSPLY MUNI METER RECPT",,"65","0","0","25","40","0","006","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVWWHBPUkdNMVRVRTlQUT09&locationName=_____________________)"
"GMV2417","NY","PAS","9001534910","08/10/2022","12:10P","FAIL TO DSPLY MUNI METER RECPT",,"65","0","0","0","65","0","009","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVWWHBPUkd0NFRVRTlQUT09&locationName=_____________________)"
"V73KAR","NJ","PAS","8819674350","08/27/2020","00:54A","SIDEWALK","07/28/2022","115","60","8.8","0.09","183.71","0","043","BX","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVE5PUkUweFRVRTlQUT09&locationName=_____________________)"
"M96PJL","NJ","PAS","5127525460","05/15/2023","12:28A","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","0.04","0.04","75","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPVkZFeVRVRTlQUT09&locationName=_____________________)"
"731820R","NJ","PAS","8819674452","08/27/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVE5PUkZFeFRXYzlQUT09&locationName=_____________________)"
"573258H","TX","PAS","8819674476","08/27/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVE5PUkZFelRtYzlQUT09&locationName=_____________________)"
"KYY6880","NY","PAS","5127525501","05/15/2023","12:42A","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","1.21","0","76.21","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPVkZWM1RWRTlQUT09&locationName=_____________________)"
"GARDETTE","NY","SRF","9077629257","10/03/2023","01:43P","NO PARKING-DAY/TIME LIMITS",,"60","0","0","0","60","0","060","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk0wNTZXWGxQVkVreFRuYzlQUT09&locationName=_____________________)"
"1DP220","RI","PAS","9077629233","10/03/2023","01:29P","FIRE HYDRANT",,"115","0","0","0","115","0","060","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk0wNTZXWGxQVkVsNlRYYzlQUT09&locationName=_____________________)"
"670525R","NJ","PAS","8819674543","08/27/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVE5PUkZVd1RYYzlQUT09&locationName=_____________________)"
"732WT2","MA","PAS","8819674622","08/28/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVE5PUkZsNVRXYzlQUT09&locationName=_____________________)"
"BB4184","NY","PSD","5127525537","05/15/2023","12:45A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPVkZWNlRuYzlQUT09&locationName=_____________________)"
"HGK1502","NY","PAS","8819674750","08/28/2020","01:09A","NO PARKING-STREET CLEANING","07/28/2022","65","60","8.2","0.22","132.98","0","046","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVE5PUkdNeFRVRTlQUT09&locationName=_____________________)"
"619732R","NJ","PAS","8819674762","08/28/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVE5PUkdNeVRXYzlQUT09&locationName=_____________________)"
"JDR4973","NY","999","8819674786","08/28/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVE5PUkdNMFRtYzlQUT09&locationName=_____________________)"
"KVH9508","PA","PAS","8819675018","08/28/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVE5PVkVGNFQwRTlQUT09&locationName=_____________________)"
"DABOZZ","NY","PAS","5097853982","07/26/2017","09:00A","FAILURE TO STOP AT RED LIGHT","11/02/2017","50","25","38.97","0.06","113.91","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNTZaekZOZW1zMFRXYzlQUT09&locationName=_____________________)"
"KMP3758","NY","PAS","9064134560","07/08/2023","10:11A","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","060","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBPUkZVeVRVRTlQUT09&locationName=_____________________)"
"T654976C","NY","PAS","5097853143","08/08/2017","09:15A","FAILURE TO STOP AT RED LIGHT","11/02/2017","50","25","38.6","0.09","113.51","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNTZaekZOZWtVd1RYYzlQUT09&locationName=_____________________)"
"KHF5391","NY","PAS","8906077506","01/23/2022","11:23A","NO STANDING-DAY/TIME LIMITS","07/28/2022","115","60","10.88","0.21","185.67","0","017","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwNXFRVE5PZWxWM1RtYzlQUT09&locationName=_____________________)"
"KHF5391","NY","PAS","8906077520","01/23/2022","11:25A","INSP. STICKER-EXPIRED/MISSING","07/28/2022","65","60","7.97","0.15","132.82","0","017","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwNXFRVE5PZWxWNVRVRTlQUT09&locationName=_____________________)"
"LAX8472","NY","PAS","5127525690","05/15/2023","01:33A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPVkZrMVRVRTlQUT09&locationName=_____________________)"
"80577Y5","TX","PAS","8819675109","08/29/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVE5PVkVWM1QxRTlQUT09&locationName=_____________________)"
"HVJ8692","NY","PAS","9077629282","10/03/2023","02:02P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","060","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk0wNTZXWGxQVkVrMFRXYzlQUT09&locationName=_____________________)"
"JGZ1672","NY","PAS","8819676333","09/05/2020","03:13A","FIRE HYDRANT","07/28/2022","115","60","5.92","0.01","180.91","0","041","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVE5PYWsxNlRYYzlQUT09&locationName=_____________________)"
"KLG1705","NY","PAS","9040680838","03/15/2023","05:44P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","026","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVFJOUkdkNlQwRTlQUT09&locationName=_____________________)"
"LAU2208","NY","PAS","5127525768","05/15/2023","01:54A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPVkdNeVQwRTlQUT09&locationName=_____________________)"
"FTK5642","NY","PAS","5127525719","05/15/2023","01:46A","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPVkdONFQxRTlQUT09&locationName=_____________________)"
"JSB1491","NY","PAS","8819676515","09/05/2020","10:22P","DOUBLE PARKING","07/28/2022","115","60","8.83","0","183.83","0","050","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVE5PYWxWNFRsRTlQUT09&locationName=_____________________)"
"30644MA","NY","COM","9040680887","03/15/2023","06:36P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","10","25","0","026","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVFJOUkdjMFRuYzlQUT09&locationName=_____________________)"
"KMG9452","NY","PAS","9040680899","03/15/2023","06:38P","EXPIRED MUNI METER",,"35","0","0","0","35","0","026","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVFJOUkdjMVQxRTlQUT09&locationName=_____________________)"
"JNC4082","NY","PAS","5127525902","05/15/2023","02:42A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxPVkd0M1RXYzlQUT09&locationName=_____________________)"
"T121147C","NY","OMT","9077630065","08/31/2023","11:40A","FAIL TO DSPLY MUNI METER RECPT",,"35","10","0","0","45","0","072","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk0wNTZXWHBOUkVFeVRsRTlQUT09&locationName=_____________________)"
"JPT5270","NY","PAS","8917064826","04/08/2022","02:37P","REG. STICKER-EXPIRED/MISSING","07/28/2022","65","60","0.42","0.1","125.32","0","107","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNTZRVEpPUkdkNVRtYzlQUT09&locationName=_____________________)"
